x,Video Title,Video Reference,Priority Script ,Verbal Hook,Text hook,Caption,Hashtags,Poll Topic,Date recorded,Script,Editing ,Video link,Approved ,With captions,Thumbnail link,Charlotte Socials,,,,View,Like,Comment,Post to socials,Date posted (Pie),Date posted (Char),SEG sales,Date posted (PodCast),Carousel,Carousel doc/ Story ,Figma image files,Carousel Posted,,Video key feedback,Date posted (Char),Date posted (Pie)
sales video,Sales Video for Pie,S1,FALSE,,,"37% of UK businesses say tax is their biggest headache 😵‍💫 Pie Tax is changing that fast. Smart. Automated. Built for people. Download the app and take back control. 

#PieTaxApp #TaxMadeEasy #SelfAssessment #UKTaxHelp #DigitalTax #TaxTech #StartupUK #FinanceSimplified #InvestInPie #TaxWithoutStress",,,,,,sales vid pie,TRUE,sales vid pie,sales vid pie T,TRUE,FALSE,FALSE,TRUE,,,,,,20/04/2025,,,,,,,,,,
Competitor ,,S3,FALSE,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
Competitor ,europe fintech,c1,FALSE,,,"""🚨 Big news! Pie has been shortlisted for three European Fintech Awards:
🏆 Start-Up of the Year
🏆 Disruptor of the Year
🏆 Accounting Tech of the Year

That’s 10 nominations in 2025, and we’re just getting warmed up. Huge shoutout to our amazing team and community. Let’s keep shaking things up! 🚀💪

#PieTax #FintechAwards #EuropeanFintechAwards #StartUpOfTheYear #AccountingTech #DisruptorOfTheYear #TaxMadeSimple #SelfAssessmentMadeEasy #UKFintech #TeamPie #HMRCDoneRight""",,,,,,europe fintech,TRUE,europe fintech,,TRUE,FALSE,FALSE,FALSE,,,,,5/22/2025,,,,,,,,,,,
competitors Video,"Can I write off my work trip?
",C1,FALSE,,,,,,,Link,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
competitors Video,"Why opting out of your pension is quietly costing you thousands",C2,FALSE,,,,,,,LiNK,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
competitors Video,HMRC just dropped their tax stats…,C3,FALSE,,,,,,,LiNK,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
News Broll,The Gov’t is reviving the Pension Commission…,NB1,FALSE,,,"🚨 RETIREMENT CRISIS LOOMING 🚨
The government is bringing back the Pension Commission after nearly 20 years to “fix” the retirement crisis.
But let’s be honest:
 💸 State pensions haven’t kept up with the cost of living
 📉 People are living longer but retiring poorer
 👀 Younger generations are saving less and relying more on side hustles than pensions
Will a revived commission actually fix it,or is it another delay tactic?
This isn’t just policy talk. It’s your future income.
 Let’s talk 👇
 Do you trust the government to sort this out, or should we be planning without them?
#RetirementCrisis #UKPensions #PensionReform #MoneyTalks #TaxQueenC #PieTax #UKFinance #MillennialMoney #SelfEmployedLife #HMRC #ClaimWhatsYours #BudgetBetter #YourMoneyYourRules #PassiveIncomeUK
",,,,LINK,,Link,TRUE,NB1,NB1 T,TRUE,FALSE,FALSE,FALSE,,,,,,7/30/2025,,,,,,,,,,
News Broll,MRC says: Tax Returns Could Be a Thing of the Past by 2030.,NB2,FALSE,,,,,,,LINK,,https://drive.google.com/file/d/1gevCVHe8akUjr0kx0-FUCiZfleo0flcu/view?usp=drive_link,TRUE,NB2,NB2,TRUE,FALSE,FALSE,FALSE,,,,,,8/6/2025,,,,,,,,,,
News Broll,"Labour Pushes NEW Tourist Tax…
 Will Hotels Pay the Price?",NB3,FALSE,,,"🏨 Hotel Tax Battle Brewing Within Labour
 Deputy PM Angela Rayner is pushing for councils to have the power to introduce a NEW tourist tax on hotel stays, but Chancellor Rachel Reeves is blocking the move.
Here’s what’s playing out:
 🏛️ Rayner wants councils to tax hotel guests, not local residents
 💰 The aim? Help plug financial gaps in struggling local authorities
 🚫 Reeves says: Not now, the hospitality sector is already on the ropes
 📉 69,000 jobs lost across tourism & hospitality since VAT changes
 🌍 Manchester already charges a small nightly fee, and raised £2.8m
This is not about VAT-free shopping, this would be an additional tourist charge on hotel stays.
So what do you think?
 Should tourists pay a few quid more per night to help fix local services?
 Or are we squeezing a struggling sector even more?
👇 Drop your views, let’s talk it out.  #TouristTax #HotelTax #AngelaRayner #RachelReeves #UKPolitics #PieTax #TaxQueenC #YourMoneyYourRules #UKFinance #HospitalityCrisis #MoneyMattersUK #BudgetBattle #ClaimWhatsYours #TaxNews #CouncilFunding",,,,LINK,,,TRUE,NB3,NB 3 t,TRUE,FALSE,FALSE,FALSE,,,,,,8/16/2025,,,,,,,,,,
News Broll,"""PENSION DEATH BENEFITS TO BE TAXED?
 CHANGES COMING IN 2027 """,NB4,FALSE,,,"📢 NEW IHT RULES ANNOUNCED FOR PENSION DEATH BENEFITS, STARTING APRIL 2027
Unused pension funds and death benefits under registered pension schemes will come within scope of Inheritance Tax (IHT) from 6 April 2027.
Here’s what you really need to know:
 🔹 Not everything is affected, Death in service benefits (e.g. NHS Pension Scheme) are excluded
 🔹 Spouses & civil partners are exempt (same as general IHT rules)
 🔹 IHT will now be the responsibility of the deceased’s personal representatives (PRs)
 🔹 Beneficiaries will be jointly liable for paying IHT (yes, really)
 🔹 You can ask the pension scheme to pay the IHT directly before you receive the benefit
But here's the kicker...
 If someone dies after age 75, both IHT and income tax could apply.
 ☠️ That’s a total tax rate of up to 67% on your inheritance.
So what does this mean for you?
 If you plan to pass down unused pensions, you need to review your estate planning now, and your loved ones should understand what’s coming.
This change is real, complex, and carries financial risk, but with knowledge comes power.
🧠 Knowledge is power, especially with tax.
 📥 Save & share to keep others informed.
#InheritanceTax #PensionsUK #TaxUpdate #HMRC #TaxPlanning #FinancialLiteracy #PersonalFinanceUK #PensionChanges #UKFinance #DeathBenefits #MoneyMatters #CharlotteExplains #TaxTipsUK #PieTax
",,,,LINK,,,TRUE,NB4,NB 4 T,TRUE,FALSE,FALSE,FALSE,,,,,,8/20/2025,,,,,,,,,,
News Broll,Wealth Tax Debate Sparks Heat in Westminster,NB5,FALSE,,,,,,,LINK,,,TRUE,News Broll 5,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,BR 1⚖️ 2025 Pay Comparison_ Medical Workers vs Politicians,BR1,FALSE,,,,,,,LINK,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,Why Understanding Tax Might Be More Important Than Earning More,BR5,FALSE,,,"It’s crazy that you can be in the top 3% in the UK earning just over £100K.
And yet, it’s PAYE employees, the folks on payroll who often get taxed the hardest.
No real tax strategy. No flexibility. Just automatic deductions, month after month.
Meanwhile, those who understand self-assessment, people with side income, freelance work, or dividend pay have more control.
The system wasn’t made to help you build wealth. It was made to keep it simple for the government, not you.
That’s why knowing how to file smart matters. That’s why understanding your tax status changes the game.
This isn’t about loopholes. It’s about knowing your options and taking back control.
✨ Whether you’re side-hustling, freelancing or just trying to make sense of your money, this is your sign to get tax-confident.
Questions? Drop them below 👇
#selfassessment #ukfinance #selfemployeduk #dividendsuk #pietax #claimit #financialliteracy
",,,,BR5 Script - Why Understanding Tax Might Be More Important Than Earning More,,,TRUE,BR5 Video - Why Understanding Tax Might Be More Important Than Earning More,BR 5,TRUE,FALSE,FALSE,FALSE,,,,,,8/12/2025,,,,,,,,,,
b-roll,"Myth: It’s not worth claiming if it’s just a small amount.
 Bottom line:
 Small refunds = big money over time ",BR10,FALSE,,,"Think £60 back isn’t worth the bother? Multiply that by 4 years.
 Now you’re looking at £240+ straight into your account.
And that’s just one type of relief.
 Uniforms, tools, travel, subscriptions, they stack.
 Pie finds every penny you’re owed.
 #TaxReliefAddUp #ClaimBackTime #SelfAssessmentHelp #PieTaxTips #MoneyBackUK
",,,,LINK,,,TRUE,link,BR10 T,TRUE,FALSE,FALSE,FALSE,,,,,,8/2/2025,,,,,,,,,,
b-roll,💰 Salary vs Ideal Emergency Fund,BR11,FALSE,,,,,,,BR 11 LINK,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,"""5 year savings plan""",BR6,FALSE,,,,,,,BR6,,,TRUE, BR6 - 5 Year Savings Plan.mp4,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,"How the Wealthy Avoid Tax (Legally), and What You Can Learn from It",BR7,FALSE,,,"They say knowledge is power.
But when it comes to tax? It’s the difference between being taxed to the bone and knowing how to play the game.
The ultra-wealthy use limited companies. They structure income as dividends. They avoid “realising” gains to avoid tax events.
It’s not illegal. It’s the system.
If you’re PAYE or newly self-employed, that might feel wildly unfair.
But here's the thing no one tells you: understanding self-assessment gives you a version of that power too.
Claim your expenses. Structure your income. Reduce your tax bill, legally.
Most people overpay because they don’t know better. And the system doesn’t reward the uninformed.
That’s where platforms like @pie.tax come in, to help ordinary earners not get left behind.",,,,"BR 7 Script - How the Wealthy Avoid Tax (Legally), and What You Can Learn from It",,,TRUE,"BR7 How the Wealthy Avoid Tax (Legally), and What You Can Learn from It",BR7 T,TRUE,FALSE,FALSE,FALSE,,,,,,8/15/2025,,,,,,,,,,
b-roll,Tax allowances you might be missing,BR8,FALSE,,,"""Here’s the part most people skip:
Before you even think about filing your return, you need to get your paperwork in order. Think:
⬜️ Invoices & receipts


⬜️ P60s & P45s


⬜️ Dividend vouchers


⬜️ Trading income proof


⬜️ Pension statements


⬜️ Your UTR (seriously, know where this lives)


Most people wait until the deadline panic sets in. But filing doesn’t have to be painful if you’re organised early.
Let’s be real:
 Being self-employed, a contractor, or side hustler comes with enough admin. Pie makes it less taxing (pun fully intended).
🤔 Do you sort your tax folder all year round or cram it all in December?
👇 Let me know.. I want to hear from the early birds and the last-minuters.
#SelfAssessment #TaxTips #FinanceTok #UKTaxYear #PieTax #MoneyTok #SideHustleUK #FreelancerLife #CharlotteSaves #TaxQueenC""",,,,BR 8 LINK,,,TRUE,BR8 - Tax allowances you might be missing.mp4,https://drive.google.com/file/d/1ySmyiUYmKlvE1Nfqy9rJu3rATsbe5UP8/view?usp=drive_link,TRUE,FALSE,FALSE,FALSE,,,,,,08/08/2025,,,,,,,,,,
b-roll,💙 You’re doing okay 🙌,BR9,FALSE,,,"""💬 Average is normal. But so is being behind on your tax.
Let’s not pretend being “on top” of finances is the standard.
 Here’s what the actual average Brit looks like:
💸 £34k in debt


🏡 £127k mortgage


📺 28 hours of TV a week


🏃‍♀️ 90 minutes of exercise


💷 £34k salary (median)


🐷 Less than £1k in savings


🚗 A car… on finance


Totally human. Totally relatable.
But here’s what most of us aren’t doing:
 📌 Keeping digital records
 📌 Logging work-from-home days
 📌 Tracking expenses as we go
 📌 Checking what we can claim
 📌 Filing before January panic mode
Sorting your self-assessment doesn’t mean having it all together.
 It just means starting early while future you still has time.
#SelfAssessment #YoureDoingOkay #PieTax #TaxQueenC #MoneyTokUK #HMRC #BudgetBetter #FinanceForHumans #FreelancerLifeUK #DigitalTaxMadeEasy
""",,,,BR 9 LINK,,,TRUE,BR9 - 💙 You’re doing okay 🙌.mp4,BR-9t,TRUE,FALSE,FALSE,FALSE,,,,,,8/27/2025,,,,,,,,,,
b-roll,Earning more. Taking home less. Welcome to the UK tax game.,BR4,FALSE,,,"You see the salary. But you don’t always feel it.
Every year, people ask:
 “Where’s my money going?”
 The answer is simple: taxes, and sometimes, it’s more than it needs to be.
Here’s the thing 👇
 Filing your self-assessment isn’t just about ticking a box.
 It’s your opportunity to get organised, claim what’s yours, and stop overpaying just because you left it too late.
You’ve got options:
Complain


Do nothing


Get smart with it


The system doesn’t punish high earners.
 It punishes disorganisation.
👇 What do you think, broken system, or broken habits?
#UKTax #SelfAssessment #PieTax #TaxQueen #HMRC #FinancialLiteracy #TaxTalkUK
",,,,LINK,,,TRUE,BR 4 Earning more. Taking home less. Welcome to the UK tax game.,BR4 T,TRUE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,How Your Income Shapes Your Family Life,BR24,FALSE,,,"This is one of the least talked-about tax strategies available to small business owners in the UK.
Here’s how it works 👇
✅ Salary: £12,570 (tax-free using your personal allowance)
✅ Dividends: £37,700 taxed at just 8.75%, that’s only £3,255 in tax
Now do the same setup for your partner, if they’re involved in your business in any capacity (yes, even admin or basic support).
That’s over £100,000 in total extracted from the company…
 and just £6,510 in combined income tax.
Want to reduce your corporation tax too?
 Contribute to a pension through your business. It’s a deductible expense and helps grow long-term wealth tax-efficiently.
This is all 100% HMRC-compliant.
 It’s not about dodging tax, it’s about planning smarter.
Pie helps you do just that:
 ✅ Stay compliant
 ✅ Stay organised
 ✅ File with confidence
You earn it. We help you keep more of it.",,,,BR24 Script - How Your Income Shapes Your Family Life,,,TRUE,BR24 How Your Income Shapes Your Family Life,BR24,TRUE,FALSE,FALSE,FALSE,,,,,,08/10/2025,,,,,,,,,,
b-roll,David Beckham's Tax Hack that Saves him £6M a Year ,BR25,FALSE,,,"""We’re not all Beckham, but that doesn’t mean we shouldn’t understand how tax works.
The difference between 45% tax and 12.5% tax isn’t just about celebrity accountants, it’s about knowing your options.
Most self-employed people don’t even realise they have options.
Self-assessment isn’t just a legal obligation, it’s a chance to structure your income, claim deductions, and keep more of what you earn.
The real problem? Tax knowledge is gatekept, buried in jargon, and rarely taught.
That’s why platforms like @pie.tax exist, to give you clarity without the complication.
Whether it’s separating your income streams, claiming for use of home, or keeping receipts from that side hustle, filing smart can change your year.
Knowledge is power, but organisation is freedom.

#pietax #selfassessment #ukfinance #selfemployedlife #ukaccounting #claimit #taxseasonuk #moneymoves
Do you think the UK tax system rewards the informed and punishes the unaware? Or is it just built for the wealthy? 👇""",,,,BR25 Script - David Beckham's Tax Hack that Saves him £6M a Year ,,,TRUE,BR25 Video - David Beckham's Tax Hack that Saves him £6M a Year ,BR25 T,TRUE,FALSE,FALSE,FALSE,,,,,,8/22/2025,,,,,,,,,,
b-roll,3 COMMONLY MISSED TAX CLAIMS,BR26,FALSE,,,"""‼️ 3 COMMONLY MISSED TAX CLAIMS ‼️
 ⁠
 🔸 Ever driven to post a client parcel or pick up supplies? That’s mileage.
 🔸 Working from your kitchen table? Claim your portion of rent, electricity, or go with HMRC’s £6/week.
 🔸 Made a loss last tax year? That loss could work for you this year.
💭 Most of these go unclaimed by self-employed people simply because no one tells them.
 ⁠
 This is your sign to revisit your last claim. What did you miss?
👇 Which one surprised you the most? Or did we miss one you always claim?
 Let’s build the ultimate checklist in the comments.
#SelfAssessment #TaxTipsUK #MileageClaim #HomeOffice #SelfEmployedUK #PieTax #TaxQueen #MoneyMatters #HMRCtips""",,,,BR 26  3 COMMONLY MISSED TAX CLAIMS,,,TRUE,BR 26 - 3 COMMONLY MISSED TAX CLAIMS.mp4,,TRUE,FALSE,FALSE,FALSE,,,,,,9/2/2025,,,,,,,,,,
b-roll,Tax hack - business owners pay spouse,BR27,FALSE,,,"Business owners can legally split income with their spouse—earning £100K+ each while paying as little as £6,510 in income tax. Smart planning or loophole abuse? What do you think? 💬
#TaxHack #BusinessOwners #UKTaxTips #IncomeTax #SmartMoneyMoves #TaxPlanning #SaveOnTax #UKFinance #MoneyMattersUK #WealthTips",,,,BR27 Script - Tax hack - business owners pay spouse,,,TRUE,BR27 Video - Tax hack - business owners pay spouse,BR27 Video - Tax hack - business owners pay spouse T,TRUE,FALSE,FALSE,FALSE,,,,,,8/29/2025,,,,,,,,,,
b-roll,Think £100K Is Enough to Retire? Think Again…,BR28,FALSE,,,"By switching second homes into holiday lets and renting just 70 nights a year, owners avoid council tax and claim business rates relief—dodging £334M in tax. Clever planning or unfair loophole? What do you think? 💬
#UKTaxNews #TaxLoophole #CouncilTax #HolidayLets #UKFinance #TaxUpdate #PropertyTax #SmartMoneyMoves #BudgetNews #TaxTalks",,,,BR 28 Think £100K Is Enough to Retire? Think Again…,,,TRUE,BR28 Video - Dodging Millions in Tax Legally?,BR28 Video - Dodging Millions in Tax Legally? T,TRUE,FALSE,FALSE,FALSE,,,,,,8/31/2025,,,,,,,,,,
b-roll,Personal Income Tax Rate According to World of Statistics,BR29,FALSE,,,"""You might’ve seen this ranking and thought, “wow, the UK’s top rate isn’t even the worst.”
But it’s not just about the rate, it’s about what you do with it.
Most people in the UK pay more tax than they need to simply because:
 ✅ They don’t file properly
 ✅ They don’t claim allowable expenses
 ✅ They don’t understand how self-assessment works
Whether you’re side hustling, renting out a spare room, doing freelance work, or running a small biz, your self-assessment return is your chance to take back control.
Tools like @pie.tax exist to make that process less confusing and more empowering.
You don’t have to move to a different country to feel less taxed, just get smarter with what’s already available to you here.
#selfassessment #uktaxsystem #ukfinance #claimit #pietax #incometaxuk #selfemployeduk #taxstrategy #personaltax
""",,,,BR29 Script - Personal Income Tax Rate According to World of Statistics,,,TRUE,BR29 Video - Personal Income Tax Rate According to World of Statistics,BR29 Video - Personal Income Tax Rate According to World of Statistics T,TRUE,FALSE,FALSE,FALSE,,,,,,9/6/2025,,,,,,,,,,
b-roll,£60k Salary vs £60k Salary,BR30,FALSE,,,"Two people.
 Same salary.
 Over £598K difference in long-term outcome.
The difference? Strategy.
One focused on saving.
 The other focused on growing.
💡 When it comes to your finances, what you do with your income matters more than how much you earn.
This post isn’t about pensions or ISAs alone, it’s about knowing that the system (including tax rules) rewards the informed.
That includes how you:
 ✅ Claim tax relief on pension contributions
 ✅ Use ISAs to shelter growth from tax
 ✅ Report it all accurately through self-assessment
And that’s where pie tax comes in, helping people like you make sense of what you can claim, how to stay organised, and how to file with confidence.
You don’t have to earn more to get ahead.
 You just have to use what you’ve got,  wisely.

#selfassessment #ukfinance #financialliteracy #stocksandsharesisa #taxreturn #pietax #claimit #selfemployeduk #smartmoney
",,,,BR30 Script - £60k Salary vs £60k Salary,,,TRUE,BR30 Video - £60k Salary vs £60k Salary,BR30 Video - £60k Salary vs £60k Salary T,TRUE,FALSE,FALSE,FALSE,,,,,,9/10/2025,,,,,,,,,,
b-roll,Did you know this?,BR31,FALSE,,,"""Most people know about the £20k tax-free ISA allowance...
 But still leave their self-assessment ‘til the last minute 👀
That means missed receipts.
 Unclaimed expenses.
 No refund.
If you’ve got side income or do freelance work, this is your sign to get organised now.
Your ISA helps you build wealth.
 Your tax return helps you protect it.
 You need both.
👇 What do you always forget to include on your tax return?
📌 Not tax advice. Just vibes. But if you’re stuck? I’ve got you.#TaxTips #ISAAllowance #SelfAssessment #FinanceTips #FreelanceLife #MoneyMatters #TaxRefund #SideHustle #WealthBuilding #StayOrganised
""",,,,BR 31 Did you know this?,,,TRUE,BR 31 - Did you know this?.mp4,BR31,TRUE,FALSE,FALSE,FALSE,,,,,,9/3/2025,,,,,,,,,,
b-roll,How much do you REALLY take home? 💸,BR32,FALSE,,,"Same salary, very different outcomes.
 To take home £120k, here’s what you’d need to earn depending on where you’re based.
Spoiler: it’s not looking great for the UK … unless you’re happy handing over a big chunk to HMRC.
 Be honest, if you could work from anywhere, where would you choose to base yourself?
#GlobalTax #CostOfLiving #TakeHomePay #TaxTips #FinanceChat #WorkAnywhere #MoneyMatters #TaxQueen #PieTax",,,,https://docs.google.com/document/d/1YCHGHjyQPLl-dWY3fXn6DfKNg3Y5UNTcOqwYtPIPj0U/edit?tab=t.0,,,TRUE,BR 32,,TRUE,FALSE,FALSE,FALSE,,,,,,2/2/2026,,,,,,,,,,
b-roll,Biggest wealth cheat code,BR33,FALSE,,,"Marriage is one of the biggest wealth cheat codes 👀💰
Two average salaries. One six-figure vision.
When couples build together, financial freedom comes faster.
But here’s the part no one talks about:
 👉 Shared tax strategies
 👉 Property income splits
 👉 ISA planning x2
 👉 Married Allowance & joint self-assessments
If you’re building a future together, your tax return is part of the plan.
Don’t just split bills. split strategy.
Get informed. Stay efficient. Elevate together.
Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter
#marriage #wealthplanning #selfassessment #couplegoals #financialfreedom #moneytalk #ukfinance #marriageallowance #taxplanning""",,,,BR33 Script - Biggest wealth cheat code,,,TRUE,BR33 Video - Biggest wealth cheat code,BR33 Video - Biggest wealth cheat code T,TRUE,FALSE,FALSE,FALSE,,,,,,9/14/2025,,,,,,,,,,
b-roll,Self Employed?? Get ready for 5 deadlines a year!  ,BR35,FALSE,,,,,,,BR35 - Self Employed?? Get ready for 5 deadlines a year!  ,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,Reasons HMRC Might Investigate You…,BR36,FALSE,,,,,,,BR36 - 6 ⚠️ Reasons HMRC Might Investigate You…,,,TRUE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,Life in the UK bills vs reality,BR37,FALSE,,,"It’s wild how many people are struggling to make £2K stretch, and yet overpaying HMRC without even knowing it.
If you’re doing any freelance, side gigs, or self-employed work… you could be claiming back:
✅ A portion of your rent or energy bills
✅ Phone costs
✅ Travel for work
✅ Equipment or subscriptions
These are real, allowable expenses, and they can reduce how much tax you owe.
We’re not talking loopholes. We’re talking the basics, the kind of stuff too many people miss because the tax system doesn’t make it easy.
@pie.tax helps you find out how much tax you've overpaid,, and file your tax refund claim so you don’t pay a penny more than you need to, all without any commission or fee

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter. 

#selfassessment #ukfinance #claimexpenses #sidehustleuk #selfemployedlife #taxreturn #pietax #hmrctips #financialliteracyuk #costoflivinguk #hmrc #taxrefund
",,,,BR37 Script - Life in the UK bills vs reality,,,TRUE,BR37 Video - Life in the UK bills vs reality,BR37 Video - Life in the UK bills vs reality T,TRUE,FALSE,FALSE,FALSE,,,,,,1/31/2026,,,,,,,,,,
b-roll,The UK’s Hidden 60% Tax Trap - And How to Avoid It,BR 38,FALSE,,,,,,,BR38 Script - The UK’s Hidden 60% Tax Trap - And How to Avoid It,,,TRUE,BR38 Video - The UK’s Hidden 60% Tax Trap - And How to Avoid It,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,THE SYSTEM IS BROKEN,BR39,FALSE,,,,,,,BR39 Script - THE SYSTEM IS BROKEN,,,TRUE,BR39 Video - THE SYSTEM IS BROKEN,Br39 t,TRUE,FALSE,FALSE,FALSE,,,,,,9/19/2025,,,,,,,,,,
b-roll,Take Home Pay with and without a Student Loan,BR 40,FALSE,,,"Ever wondered how much your student loan actually changes your take-home pay?
Here’s the breakdown. 👆
For some, the difference feels small month-to-month… but over years, it adds up.
So, should we be rethinking how student loan repayments work, or is this a fair trade for the education we received?
Let’s hear it: does your student loan repayment feel like a burden, or just part of life?

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#MoneyMatters #StudentLoan #TakeHomePay #TaxTips #PieTax #SelfAssessment #FinanceChat #MoneyTalkUK",,,,BR40 - Take home pay: Student Loan vs No Student Loan,,,TRUE,BR40 - Take home pay Student Loan vs No Student Loan.MOV,BR40 T,TRUE,FALSE,FALSE,FALSE,,,,,,9/23/2025,,,,,,,,,,
b-roll,Stocks and Shares ISA,BR 41,FALSE,,,,,,,BR41 - Stocks and Shares ISA,,,FALSE,,,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,
b-roll,"Tax, Tax, Tax... Is there anything left?",BR 42,FALSE,,,,,,,"BR42 Scirpt - Tax, Tax, Tax... Is there anything left?",,,TRUE,"BR42 Video - Tax, Tax, Tax... Is there anything left?","BR42 Video - Tax, Tax, Tax... Is there anything left? T",TRUE,FALSE,FALSE,FALSE,,,,,,9/27/2025,,,,,,,,,,
b-roll,Savings tax shock: Are you over the limit?,BR 43,FALSE,,,"If your savings have grown this year thanks to higher interest rates, you could be in for an unexpected tax bil, even if you’ve never had one before.
Here’s why:
 🔹 Basic rate taxpayers can only earn £1,000 in interest tax-free
 🔹 Higher rate taxpayers? Just £500
 🔹 Fixed-rate accounts often pay interest in one lump sum, pushing you over the limit instantly
HMRC has already started warning savers. And with frozen thresholds, more people than ever are getting caught out.
What can you do?
 ✅ Use a Cash ISA, interest earned here is always tax-free (up to £20k a year)
 ✅ Keep track of how much interest your savings accounts are paying
 ✅ Include any taxable interest on your self-assessment to avoid penalties
Tax on savings might feel like a “stealth” hit, but with the right planning, you can avoid overpaying.
Have you checked your savings interest this year?
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.   
#selfassessment #taxreturn #pietax #savingsallowance #hmrc #ukfinance #taxstrategy #cashisa #personaltax #taxrefund #savemoney
",,,,BR43 Script - Savings tax shock: Are you over the limit?,,,TRUE,BR43 Video - Savings tax shock: Are you over the limit?,BR43 Video - Savings tax shock: Are you over the limit? T,TRUE,FALSE,FALSE,FALSE,,,,,,10/1/2025,,,,,,,,,,
b-roll,💰 Earning £120K vs. Two £60K Salaries – Who Wins? 💰,BR 45,FALSE,,,"💡 One Big Paycheque vs. Two Smaller Ones
      The Tax Trap No One Talks About
You might think earning £120K puts you ahead.
 But after tax, losing child benefits, and missing out on free childcare… the numbers tell a different story.
📉 £120K after tax: £76,157
 📈 Two £60Ks after tax: £90,714 + child benefits + 30 hours free childcare
It’s not always about earning more. It’s about keeping more.

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
🤔 Should the system really penalise higher single incomes like this?
 Drop your thoughts 👇 this one always splits the room.",,,,BR45 - 💰 Earning £120K vs. Two £60K Salaries – Who Wins? 💰,,,TRUE,BR45 - Earning £120K vs. Two £60K Salaries – Who Wins? .mp4,BR45 Earning 120K vs. Two £60K Salaries Who Wins T,TRUE,FALSE,FALSE,FALSE,,,,,,10/15/2025,,,,,,,,,,
b-roll,"Taxes Aren’t a Punishment, they’re a Playbook",BR 46,FALSE,,,"The UK tax code isn’t just a list of things you have to pay, it’s a playbook for keeping more of what you earn.
The difference is that most people never read it… but business owners and investors learn how to use it to their advantage.
If you’re filing your self-assessment this year, here’s how to start playing smarter:
 ✅ Claim every eligible business expense, from travel to part of your home bills if you work remotely
 ✅ Use tax-free allowances like your Personal Allowance and ISA limits
 ✅ Check if you’re eligible for reliefs such as Marriage Allowance or business-related deductions
The tax system might feel like it’s against you, but if you understand the rules, you can reduce your liability legally.
So… are you paying tax, or playing the tax game?
💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.
#selfassessment #taxreturn #pietax #taxstrategy #hmrc #claimexpenses #ukfinance #taxrefund #taxplanning #financialeducation""",,,,"BR46 Script - Taxes Aren’t a Punishment, they’re a Playbook",,,TRUE,"BR46 Video - Taxes Aren’t a Punishment, they’re a Playbook",BR46,TRUE,FALSE,FALSE,FALSE,,,,,,10/6/2025,,,,,,,,,,
b-roll,Is this legal theft?,BR 47,FALSE,,,"Ever thought about how much of your working year is actually yours?
Income tax is only the start, every bill, shop receipt, and tank of fuel chips away at what you keep.
But here’s the thing: while you can’t avoid tax entirely, you can make sure you’re not paying more than you have to.
If you’re filing a self-assessment, check these three things:
 ✅ Have you claimed all allowable expenses (including work-from-home costs)?
 ✅ Are you making use of personal allowances and reliefs?
 ✅ Have you reviewed past years to see if HMRC owes you a refund?
The tax system might be heavy, but with the right planning you can keep more of what you earn, legally.
How many months do you think you work each year just to pay tax?

💬 Comment ‘Pie’ below, I’ll send you my free tax-saving newsletter.

#selfassessment #taxreturn #pietax #hmrc #claimexpenses #taxplanning #ukfinance #personaltax #taxrefund #financialplanning",,,,BR47 Script - Is this legal theft?,,,TRUE,BR47 Video - Is this legal theft?,BR47 Video - Is this legal theft? T,TRUE,FALSE,FALSE,FALSE,,,,,,10/9/2025,,,,,,,,,,
